poi_id,name,theme,class_name,subclass_n,x,y,geom
428,PARKING,Αυτοκίνηση,Χώροι στάθμευσης,_,483103.5714,4210843.1014,MULTIPOINT (483103.5713999998 4210843.101399999)
429,SHELL,Αυτοκίνηση,Πρατήρια βενζίνης,_,482965.8638,4210843.5057,MULTIPOINT (482965.8638000004 4210843.5057)
430,GRILL SALAD,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482667.2783,4210846.5443,MULTIPOINT (482667.2783000004 4210846.544299999)
431,ΡΑΔΙΟΦΩΝΙΚΟΣ ΣΤΑΘΜΟΣ 101.3,Επιχειρήσεις,Επιχειρήσεις,_,482897.1879,4210859.3791,MULTIPOINT (482897.1879000003 4210859.3791)
432,EKO,Αυτοκίνηση,Πρατήρια βενζίνης,_,482609.4698,4210860.5747,MULTIPOINT (482609.4698000001 4210860.5747)
433,BIBLOS,Διασκέδαση,Κέντρα διασκέδασης,_,482642.7413,4210861.02,MULTIPOINT (482642.7412999999 4210861.02)
434,CHINA HOME,Φαγητό και ποτό,Εστιατόρια,Ασιατική κουζίνα,483355.4993,4210864.6986,MULTIPOINT (483355.4993000003 4210864.6986)
435,ΜΙΛΙΑΚΗ ΝΙΚΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,484278.6604,4210866.8794,MULTIPOINT (484278.6604000004 4210866.8794)
436,EMPORIKI BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,483071.5293,4210867.4886,MULTIPOINT (483071.5292999996 4210867.488600001)
437,ΑΛΥΣΑΝΔΡΑΤΟΥ ΛΑΜΠΡΙΝΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482348.486,4210879.3694,MULTIPOINT (482348.4859999996 4210879.3694)
438,ΒΕΝΕΤΗΣ ΦΟΥΡΝΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,_,482972.8764,4210889.5132,MULTIPOINT (482972.8764000004 4210889.5132)
439,ΦΑΡΜΑΚΕΙΟ ΜΠΟΘΟΥ ΔΕΣΠΟΙΝΑ,Περίθαλψη,Φαρμακεία,_,483741.1445,4210898.2204,MULTIPOINT (483741.1445000004 4210898.2204)
440,ΦΑΡΜΑΚΕΙΟ ΓΙΟΛΔΑΣΗΣ ΙΩΑΝΝΗΣ,Περίθαλψη,Φαρμακεία,_,483392.9738,4210908.8543,MULTIPOINT (483392.9737999998 4210908.8543)
441,ΦΑΡΜΑΚΕΙΟ ΣΕΛΕΒΙΣΤΑ ΑΔΑΜΟΠΟΥΛΟΥ ΜΑΓΔΑ,Περίθαλψη,Φαρμακεία,_,482358.3416,4210909.6149,MULTIPOINT (482358.3415999999 4210909.6149)
442,CITY GRILL,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482566.5103,4210910.001,MULTIPOINT (482566.5103000002 4210910.001)
443,ΨΑΛΛΙΔΙ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,481517.18,4210912.04,MULTIPOINT (481517.1799999997 4210912.039999999)
444,ΔΙΟΔΙΑ ΑΤΤΙΚΗ ΟΔΟΣ 10,Αυτοκίνηση,Στοιχεία δικτύου,Διόδια,481041.5396,4210913.0371,MULTIPOINT (481041.5395999998 4210913.0371)
445,ΦΑΡΜΑΚΕΙΟ ΟΙΚΟΝΟΜΟΥ ΘΕΟΔΩΡΟΣ,Περίθαλψη,Φαρμακεία,_,482974.8209,4210915.8738,MULTIPOINT (482974.8208999997 4210915.8738)
446,NEWAY HAYMANOT,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483729.278,4210916.1636,MULTIPOINT (483729.2779999999 4210916.1636)
447,MAROUSSI,Τουρισμός και αξιοθέατα,Καταλύματα,Ξενοδοχεία,482069.9993,4210916.9986,MULTIPOINT (482069.9993000003 4210916.998600001)
448,ΦΑΡΜΑΚΕΙΟ ΣΤΕΦΑΝΑΤΟΥ ΜΑΡΙΑΝΘΗ ΤΡΑΝΤΟΣ ΔΗΜ. ΟΕ,Περίθαλψη,Φαρμακεία,_,482676.3526,4210935.3809,MULTIPOINT (482676.3525999999 4210935.380899999)
449,ΣΤΕΦΑΝΑΤΟΥ ΧΡΙΣΤΙΝΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482701.5993,4210935.9486,MULTIPOINT (482701.5992999999 4210935.9486)
450,EMPORIKI BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,483022.3397,4210942.5244,MULTIPOINT (483022.3397000004 4210942.5244)
451,EMPORIKI BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,483022.3397,4210942.5244,MULTIPOINT (483022.3397000004 4210942.5244)
452,WIFI FONFAN,Διασκέδαση,Καφετέριες,Ίντερνετ καφέ,483687.0327,4210947.6486,MULTIPOINT (483687.0327000003 4210947.648600001)
453,ΦΑΡΜΑΚΕΙΟ ΜΠΕΛΕΖΙΝΗ ΑΙΚΑΤΕΡΙΝΗ,Περίθαλψη,Φαρμακεία,_,482372.4723,4210952.9088,MULTIPOINT (482372.4722999996 4210952.9088)
454,ΔΟΥ ΑΜΑΡΟΥΣΙΟΥ,Δημόσιος τομέας,Δημόσιες υπηρεσίες,Εφορίες,482493.334,4210960.9713,MULTIPOINT (482493.3339999998 4210960.9713)
455,ΟΒΕΛΙΞ,Φαγητό και ποτό,Ταβέρνες,Ψητοπωλεία,482456.0807,4210967.932,MULTIPOINT (482456.0806999998 4210967.932)
456,ΔΕΥΤΕΡΟ ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Γυμνάσια,483573.4132,4210968.8915,MULTIPOINT (483573.4132000003 4210968.8915)
457,ΔΕΥΤΕΡΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,483573.4132,4210968.8915,MULTIPOINT (483573.4132000003 4210968.8915)
458,ΤΡΙΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Εκπαίδευση,Δευτεροβάθμια,Λύκεια,481781.6957,4210968.9567,MULTIPOINT (481781.6957 4210968.956700001)
459,BP,Αυτοκίνηση,Πρατήρια βενζίνης,_,482395.5498,4210972.4994,MULTIPOINT (482395.5498000002 4210972.499399999)
460,ΦΑΡΜΑΚΕΙΟ ΦΕΣΚΟΥ ΚΥΡΙΑΚΗ,Περίθαλψη,Φαρμακεία,_,482269.8893,4210985.6098,MULTIPOINT (482269.8892999999 4210985.6098)
461,ΣΑΜΙΝΕΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482269.8893,4210985.6098,MULTIPOINT (482269.8892999999 4210985.6098)
462,ΕΔΩΔΗ,Φαγητό και ποτό,Εστιατόρια,_,483703.9993,4210986.9986,MULTIPOINT (483703.9993000003 4210986.998600001)
463,JAIPUR PALACE,Φαγητό και ποτό,Εστιατόρια,Ασιατική κουζίνα,482392.4512,4210989.2285,MULTIPOINT (482392.4512 4210989.228499999)
464,PIZZA HUT,Φαγητό και ποτό,Εστιατόρια,Πιτσαρίες,483045.9393,4210990.3586,MULTIPOINT (483045.9392999997 4210990.3586)
465,ΞΑΝΘΟΥ ΑΛΙΚΗ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482102.2193,4210991.2527,MULTIPOINT (482102.2193 4210991.252699999)
466,TWINS,Αγαθά - υπηρεσίες,Καταστήματα,Ανθοπωλεία,482402.7157,4210994.3498,MULTIPOINT (482402.7156999996 4210994.3498)
467,ΚΙΤΣΙΟΣ ΣΤ. ΔΗΜΗΤΡΙΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482593.3981,4210998.8263,MULTIPOINT (482593.3980999999 4210998.826300001)
468,BAZAAR,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482303.0293,4211008.2586,MULTIPOINT (482303.0292999996 4211008.2586)
829,EKO,Αυτοκίνηση,Πρατήρια βενζίνης,_,482527.0177,4211944.8179,MULTIPOINT (482527.0176999997 4211944.8179)
470,ΚΡΗΣΣΑ ΓΗ,Φαγητό και ποτό,Εστιατόρια,Ελληνική κουζίνα,482311.4093,4211022.1486,MULTIPOINT (482311.4093000004 4211022.148600001)
471,ΣΟΚΟΡΕΛΟΥ ΓΕΩΡΓΙΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,482202.4793,4211034.3786,MULTIPOINT (482202.4792999998 4211034.378599999)
472,SONY SERVICE,Αγαθά - υπηρεσίες,Καταστήματα,Υπολογιστές - Ηλεκτρονικά,482223.7177,4211036.1143,MULTIPOINT (482223.7176999999 4211036.1143)
473,ARTE VIVA,Αγαθά - υπηρεσίες,Καταστήματα,Είδη σπιτιού,483069.5093,4211036.5386,MULTIPOINT (483069.5093 4211036.5386)
474,ΦΑΡΜΑΚΕΙΟ ΠΑΝΙΤΤΗ - ΤΖΙΝΕΒΡΑ ΕΛΕΝΑ,Περίθαλψη,Φαρμακεία,_,482200.7509,4211036.8834,MULTIPOINT (482200.7509000003 4211036.883400001)
475,ΠΑΝΑΓΙΩΤΙΔΟΥ ΔΗΜΗΤΡΑ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483659.6204,4211038.0753,MULTIPOINT (483659.6204000004 4211038.075300001)
476,ΦΑΡΜΑΚΕΙΟ ΜΙΧΕΛΑΚΑΚΗΣ ΜΙΧΑΗΛ,Περίθαλψη,Φαρμακεία,_,483624.4164,4211038.6561,MULTIPOINT (483624.4164000005 4211038.656099999)
477,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ (MILLENNIUM BANK),Επιχειρήσεις,Τράπεζες,Καταστήματα,483031.3389,4211042.6889,MULTIPOINT (483031.3388999999 4211042.688899999)
478,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ (MILLENNIUM BANK),Επιχειρήσεις,Τράπεζες,Καταστήματα,483020.7693,4211044.6286,MULTIPOINT (483020.7692999998 4211044.628599999)
479,ΚΟΚΚΙΝΙΑ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Σημεία γενικού ενδιαφέροντος,Γειτονιές,483605.84,4211046.2,MULTIPOINT (483605.8399999999 4211046.199999999)
480,ΝΕΚΡΟΤΑΦΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,Διάφορα,Θρησκευτικοί χώροι,Νεκροταφεία,484058.3062,4211061.939,MULTIPOINT (484058.3062000005 4211061.938999999)
481,WIFI FONFAN,Διασκέδαση,Καφετέριες,Ίντερνετ καφέ,481820.7984,4211066.6151,MULTIPOINT (481820.7983999997 4211066.6151)
482,ΦΑΡΜΑΚΕΙΟ ΤΣΑΓΚΟΥΡΝΗ ΓΕΩΡΓΙΑ,Περίθαλψη,Φαρμακεία,_,483714.1802,4211067.9316,MULTIPOINT (483714.1802000003 4211067.931600001)
483,ΠΑΝΑΓΙΑ ΝΕΡΑΤΖΙΩΤΙΣΣΑ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482079.7585,4211075.1968,MULTIPOINT (482079.7585000005 4211075.196799999)
484,ΒΕΡΟΠΟΥΛΟΣ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483187.7193,4211075.6586,MULTIPOINT (483187.7193 4211075.658600001)
485,GONATAS FLOWER CENTER,Αγαθά - υπηρεσίες,Καταστήματα,Ανθοπωλεία,483049.4714,4211078.7373,MULTIPOINT (483049.4714000002 4211078.737299999)
486,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,Διάφορα,Θρησκευτικοί χώροι,Εκκλησίες,482011.8309,4211085.2525,MULTIPOINT (482011.8309000004 4211085.252499999)
487,ΔΗΜΟΤΙΚΟ ΑΜΑΡΟΥΣΙΟΥ ΟΓΔΟΟ,Εκπαίδευση,Πρωτοβάθμια,Δημοτικά,482830.7555,4211096.4423,MULTIPOINT (482830.7555 4211096.442299999)
488,ΧΑΣΑΝ ΕΛΣΑΓΕΝΥ,Αγαθά - υπηρεσίες,Καταστήματα τροφίμων,Σουπερμάρκετ,483338.6493,4211110.3986,MULTIPOINT (483338.6492999997 4211110.398600001)
489,ATTICA BANK,Επιχειρήσεις,Τράπεζες,Καταστήματα,483057.1693,4211110.5186,MULTIPOINT (483057.1693000002 4211110.5186)
